"","sciname","Genus","Species","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","SpecCode"
"275","Neomerinthe hemingwayi","Neomerinthe","hemingwayi",97626,"Fowler, 1935","Spinycheek scorpionfish","Nehem_u0.jpg",NA,NA,"Nehem_j0.jpg",264,"Scorpaeninae",249,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,45,230,NA,NA,NA,NA,NA,NA,NA,NA,53.61,40,"TL",NA,NA,7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"venomous",57406,"no special ability",NA,NA,-1,"Have a thick glandular tissue on posterior margin of fin spines which is believed to be venomous (Ref. 57406).",NA,0.5002,0,1,"1991-05-01T00:00:00.000Z",65,"2014-11-04T00:00:00.000Z",10,"1994-08-29T00:00:00.000Z",NA,3930
"276","Neophrynichthys heterospilos","Neophrynichthys","heterospilos",40966,"Jackson & Nelson, 2000",NA,NA,NA,NA,NA,282,NA,5733,NA,NA,"o",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,262,290,40966,NA,NA,NA,NA,NA,NA,NA,16.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.75,0,113,"2002-02-24T00:00:00.000Z",113,"2002-03-15T00:00:00.000Z",NA,NA,NA,58786
"277","Neosebastes incisipinnis","Neosebastes","incisipinnis",54394,"Ogilby, 1910","Incised gurnard perch","Neinc_u0.jpg",NA,NA,NA,575,NA,3146,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,36,494,54394,NA,NA,NA,NA,NA,NA,NA,16.96,22.1,"SL",NA,NA,54394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in inshore reefs (Ref. 7300).  Usually caught in less than 200 meters depth (Ref. 54394).",NA,0.5002,0,2,"1999-04-22T00:00:00.000Z",14,"2006-01-31T00:00:00.000Z",NA,NA,NA,52305
"278","Neosebastes pandus","Neosebastes","pandus",54394,"(Richardson, 1842)","Bighead gurnard perch","Nepan_u1.jpg",NA,NA,NA,575,NA,3146,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,15,593,54394,50,200,33839,NA,NA,NA,NA,27.83,50,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"NEPAN_U1",NA,NA,NA,9563,NA,"unknown",NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",9563,"no special ability",NA,NA,-1,"A temperate species found inshore on reefs (Ref. 7300) and on soft substrates (Ref. 9563).",NA,0.5002,0,3,"1995-07-30T00:00:00.000Z",14,"2017-06-06T00:00:00.000Z",NA,NA,NA,14314
"279","Neosebastes scorpaenoides","Neosebastes","scorpaenoides",54394,"Guichenot, 1867","Common gurnard perch","Nesco_u1.jpg",NA,NA,NA,575,NA,3146,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,2,140,9563,NA,NA,NA,NA,NA,NA,NA,29.35,40,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"NESCO_U1",NA,NA,NA,9563,NA,"unknown",NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",9563,"no special ability",NA,NA,-1,"Generally demersal on the continental shelf  (Ref. 9563).  Found on rocky reefs in coastal waters (Ref. 33616); particularly sponge areas in sandy patches (Ref. 54394).  Adults have a curved lateral line near the dorsal-fin base and long, venomous dorsal-fin spines (Ref. 33616).",NA,0.5002,0,3,"1995-07-30T00:00:00.000Z",1472,"2017-06-06T00:00:00.000Z",NA,NA,NA,14318
"280","Neosebastes thetidis","Neosebastes","thetidis",54394,"(Waite, 1899)","Thetis fish","Nethe_u0.jpg",NA,NA,NA,575,NA,3146,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"demersal",NA,NA,45,288,54394,NA,NA,NA,NA,NA,NA,NA,23.71,35,"TL",NA,NA,33839,NA,NA,NA,NA,NA,NA,NA,NA,"NETHE_U0",NA,NA,NA,9563,NA,"unknown",NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",9563,"no special ability",NA,NA,-1,"Occurs on the continental shelf (Ref. 9563); usually take below 100 m (Ref. 33839).  Reported at depths of 20-260 (Ref. 9563).",NA,0.5002,0,3,"1995-07-30T00:00:00.000Z",14,"2006-11-06T00:00:00.000Z",NA,NA,NA,14319
"281","Normanichthys crockeri","Normanichthys","crockeri",5530,"Clark, 1937","Mote sculpin","Nocro_u0.jpg",NA,NA,NA,280,NA,4581,NA,"fusiform / normal","O",NA,"Needs a taxonomic reference.",0,0,0,-1,"demersal",NA,NA,NA,NA,NA,37,200,557,NA,NA,NA,NA,10,11,"TL",NA,NA,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Reliable: based on ex-vessel price for this species",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,1.5,0,3,"1991-05-28T00:00:00.000Z",303,"2009-04-29T00:00:00.000Z",NA,NA,NA,4313
"282","Notesthes robusta","Notesthes","robusta",7300,"(Günther, 1860)","Bullrout",NA,NA,NA,NA,577,NA,4274,NA,NA,"R",NA,NA,0,-1,-1,-1,"demersal","catadromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.61,30,"SL",NA,NA,44894,20,"SL",NA,NA,44894,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",4716,"no special ability",NA,NA,-1,"Occur in freshwater streams and brackish shore areas.  Inhabit still or gently flowing freshwater streams over rock, mud or gravel, a bottom-dwelling fish.  Usually found near aquatic vegetation or woody debris.  During rainy periods, may migrate downstream into estuaries, but they normally frequent fresh water.  Relatively sedentary species, spending majority of their time stationary on the bottom or among weeds waiting for prey.  Breed in fresh water, as juveniles have been collected from the upper reaches of rivers, including impoundments.  Both adults and juveniles have venomous dorsal, anal and pelvic spines and therefore should not be handled (Ref. 44894).",NA,1,0,10,"1992-09-12T00:00:00.000Z",1472,"2008-11-11T00:00:00.000Z",14,"1994-08-06T00:00:00.000Z",NA,6385
"283","Occella dodecaedron","Occella","dodecaedron",3814,"(Tilesius, 1813)","Bering poacher","Ocdod_u0.gif",NA,NA,NA,283,"Brachyopsinae",446,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,325,50610,NA,NA,NA,NA,NA,NA,NA,38.94,21.6,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",949,"2006-07-31T00:00:00.000Z",10,"1994-09-05T00:00:00.000Z",NA,4165
"284","Odontopyxis trispinosa","Odontopyxis","trispinosa",2850,"Lockington, 1880","Pygmy poacher","Odtri_u0.jpg",NA,NA,NA,283,"Bathyagoninae",6706,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,9,373,2850,NA,NA,NA,NA,NA,NA,NA,21.15,9.5,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",9183,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on soft bottoms (Ref. 2850).",NA,1,0,1,"1991-05-01T00:00:00.000Z",949,"2006-08-29T00:00:00.000Z",113,"1996-09-24T00:00:00.000Z",NA,4168
"285","Oligocottus maculosus","Oligocottus","maculosus",2850,"Girard, 1856","Tidepool sculpin","Olmac_u0.jpg",NA,NA,NA,277,NA,7321,NA,"elongated","O",NA,NA,0,0,-1,-1,"demersal","non-migratory",NA,0,102,58496,NA,NA,NA,NA,NA,NA,NA,37.33,8.9,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ","low","Very questionable: based on ex-vessel price for species in this family",NA," ",NA,"seines"," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely","based mainly on capture",9183,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A resident intertidal species with homing behavior (Ref. 32612), found in sheltered areas and  common in tide pools (Ref. 2850).  In areas with rough surf, it occurs in higher, more sheltered places (Ref. 2850).  Can leave tide pools when aquatic conditions become inhospitable (Ref. 31184).  Shows a tendency to return to its home pool if displaced (Ref. 6885).  Breathes air when out of water (Ref. 31184).",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",303,"2016-10-17T04:22:37.000Z",113,"1996-09-23T00:00:00.000Z",NA,4128
"286","Oligocottus rimensis","Oligocottus","rimensis",2850,"(Greeley, 1899)","Saddleback sculpin","Ollat_u0.gif",NA,NA,NA,277,NA,7321,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.75,6.4,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Intertidal (Ref. 31184).  Occurs in rocky areas and in kelp beds (Ref. 2850).  Usually caught from lower tide pools (farthest from shore) (Ref. 2850).  Can leave tide pools when aquatic conditions become inhospitable (Ref. 31184).  Breathes air when out of water (Ref. 31184).",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",113,"1999-09-13T00:00:00.000Z",10,"1994-07-13T00:00:00.000Z",NA,4129
"287","Oligocottus rubellio","Oligocottus","rubellio",2850,"(Greeley, 1899)","Rosy sculpin",NA,NA,NA,NA,277,NA,7321,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.86,10,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Uncommon.  Found in intertidal and subtidal areas.",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",10,"1994-07-13T00:00:00.000Z",10,"1994-07-13T00:00:00.000Z",NA,4130
"288","Oligocottus snyderi","Oligocottus","snyderi",2850,"Greeley, 1898","Fluffy sculpin","Olsny_u0.jpg",NA,NA,NA,277,NA,7321,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal","non-migratory",NA,0,NA,NA,NA,NA,NA,3,56049,NA,NA,15,8.9,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A resident intertidal species with homing behavior (Ref. 32612) found in shallow rocky areas (Ref. 2850).  Commonly found in tide pools, often in algae (Ref. 2850).  Can leave tide pools when aquatic conditions become inhospitable (Ref. 31184).  Breathes air when out of water (Ref. 31184).",NA,0.5625,0,1,"1991-05-01T00:00:00.000Z",2,"2006-09-26T00:00:00.000Z",10,"1994-07-13T00:00:00.000Z",NA,4131
"289","Onigocia grandisquama","Onigocia","grandisquama",26456,"(Regan, 1908)",NA,NA,NA,NA,NA,273,NA,3321,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.2,"SL",NA,NA,26456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5039,0,14,"2013-03-11T00:00:00.000Z",NA,"2013-03-11T00:00:00.000Z",NA,NA,NA,66809
"290","Onigocia macrolepis","Onigocia","macrolepis",3131,"(Bleeker, 1854)","Notched flathead","Onmac_u1.jpg",NA,NA,NA,273,NA,3321,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal","non-migratory",NA,NA,130,9790,NA,NA,NA,NA,NA,NA,NA,16.49,15,"TL",NA,NA,9790,12,"TL",NA,NA,9790,NA,NA,NA,"ONMAC_U1",NA,NA,NA,9790,"of no interest",NA,NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Taken by trawling over sand and mud bottoms to 130 m (Ref.9790).",NA,0.5039,0,3,"1993-06-29T00:00:00.000Z",34,"1995-10-06T00:00:00.000Z",138,"1995-10-06T00:00:00.000Z",NA,8133
"291","Onigocia oligolepis","Onigocia","oligolepis",6192,"(Regan, 1908)","Large-scale flathead","Onoli_u0.jpg",NA,NA,NA,273,NA,3321,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,5,30,48635,NA,NA,NA,NA,NA,NA,NA,12.01,10,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"ONOLI_U1",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits coastal mud or sand channels and slopes (Ref. 48635).  Feeds mainly on crabs, prawns, and also fish.  Generally not used food (Ref. 2334).",NA,0.5039,0,2,"1994-06-21T00:00:00.000Z",1124,"2003-10-09T00:00:00.000Z",14,"1994-08-31T00:00:00.000Z",NA,11258
"292","Onigocia sibogae","Onigocia","sibogae",87998,"Imamura, 2011",NA,NA,NA,NA,NA,273,NA,3321,NA,NA,"R",NA,NA,0,0,0,-1,"demersal",NA,NA,9,64,87998,NA,NA,NA,NA,NA,NA,NA,16.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest",NA,NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5039,0,2,"1998-04-23T00:00:00.000Z",303,"2013-03-11T00:00:00.000Z",NA,NA,NA,47891
"293","Onigocia spinosa","Onigocia","spinosa",3131,"(Temminck & Schlegel, 1843)","Midget flathead","Onspi_u2.jpg",NA,NA,NA,273,NA,3321,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal","non-migratory",NA,8,250,90102,NA,NA,NA,NA,NA,NA,NA,25.3,25,"TL",NA,NA,48635,10,"TL",NA,NA,9790,NA,NA,NA,"ONSPI_U1",NA,NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs inshore (Ref. 7300); taken by trawling over sand and mud bottoms to 250 m (Ref. 9790).  Nocturnal, buried in the substrate during the day (Ref. 48635).",NA,0.5039,0,3,"1993-06-28T00:00:00.000Z",2291,"2013-03-07T00:00:00.000Z",138,"1995-10-06T00:00:00.000Z",NA,8130
"294","Ophiodon elongatus","Ophiodon","elongatus",2850,"Girard, 1854","Lingcod","Opelo_u3.jpg",NA,NA,NA,271,"Ophiodontinae",1915,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal","oceano-estuarine",51243,0,475,6793,NA,NA,NA,25,55701,NA,NA,63.47,152,"TL",NA,NA,2850,NA,NA,NA,NA,NA,59110,NA,40637,"OPELO_U0",NA,NA,NA,4931,"commercial","low","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,NA,NA,0,0,0,-1,-1,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4699,"traumatogenic",13513,"no special ability",NA,NA,-1,"Ranges from the intertidal to 475 m depth (Ref. 6793).  Adults are found near rocks, inshore and to 427 m (Ref. 2850).  Young occur on sand or mud bottom of bays and inshore areas (Ref. 2850).  Both migratory and non-migratory populations exist (Ref. 6885).  Adults feed mostly on other fishes but also take crustaceans, octopi and squid (Ref. 4925).  Young feed on copepods and other small crustaceans (Ref. 6885).  A very important sport and commercial species (Ref. 2850).  The liver is rich in vitamin A (Ref. 6885).  Marketed fresh and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Has sharp teeth and gill rakers that can cut fingers if handled.",NA,1.0002,0,1,"1990-10-17T00:00:00.000Z",2,"2017-05-30T00:00:00.000Z",10,"1994-07-11T00:00:00.000Z",NA,509
"295","Ophthalmolycus amberensis","Ophthalmolycus","amberensis",5197,"(Tomo, Marschoff & Torno, 1977)",NA,NA,NA,NA,NA,188,"Lycodinae",1325,NA,NA,"R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,140,826,11954,NA,NA,NA,NA,NA,NA,NA,43.62,35,"TL",NA,NA,5197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5197,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.502,0,26,"1993-01-23T00:00:00.000Z",303,"2008-07-09T00:00:00.000Z",2,"1994-09-26T00:00:00.000Z",NA,7032
"296","Opisthocentrus ocellatus","Opisthocentrus","ocellatus",559,"(Tilesius, 1811)","Ocellated blenny",NA,NA,NA,NA,393,"Opisthocentrinae",3224,NA,"elongated","o",NA,NA,0,0,0,-1,"demersal",NA,NA,0,335,50550,NA,70,51666,NA,NA,NA,NA,40.92,20,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found near shore among algae and rocks; usually shallower than 70 meters, but recorded to more than 300 meters (Ref. 51666).",NA,0.625,0,113,"1996-06-19T00:00:00.000Z",14,"2005-09-22T00:00:00.000Z",NA,NA,NA,23783
"297","Opisthocentrus tenuis","Opisthocentrus","tenuis",559,"Bean & Bean, 1897",NA,"Opten_u1.jpg",NA,NA,NA,393,"Opisthocentrinae",3224,NA,NA,"o",NA,NA,0,0,0,-1,"demersal",NA,NA,1,300,51666,NA,70,51666,NA,NA,NA,NA,36.9,15,"SL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found near shore among algal beds; usually shallower than 70 meters, but found to depth of  300 meters (Ref. 51666).",NA,0.625,0,113,"1996-06-19T00:00:00.000Z",14,"2005-09-22T00:00:00.000Z",NA,NA,NA,23784
"298","Opisthocentrus zonope","Opisthocentrus","zonope",559,"Jordan & Snyder, 1902",NA,"Opzon_u0.jpg",NA,NA,NA,393,"Opisthocentrinae",3224,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,70,50610,NA,NA,NA,NA,NA,NA,NA,28.25,12,"TL",NA,NA,56557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found near shore among algal beds (Ref. 51666).",NA,0.625,0,113,"1996-06-19T00:00:00.000Z",1287,"2006-08-03T00:00:00.000Z",NA,NA,NA,23785
"299","Orthonopias triacis","Orthonopias","triacis",2850,"Starks & Mann, 1911","Snubnose sculpin",NA,NA,NA,NA,277,NA,5559,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.86,10,"TL",NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs from intertidal rocky areas to about 30 m depth.",NA,1,0,1,"1991-05-01T00:00:00.000Z",10,"1994-07-14T00:00:00.000Z",10,"1994-07-14T00:00:00.000Z",NA,4132
"300","Oxylebius pictus","Oxylebius","pictus",2850,"Gill, 1862","Painted greenling","Oxpic_u2.jpg",NA,NA,NA,271,"Oxylebiinae",3112,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,0,49,2850,NA,NA,NA,8,56049,NA,NA,30.22,25,"TL",NA,NA,4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",57406,"no special ability",NA,NA,-1,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406).",NA,1.0002,0,1,"1991-05-01T00:00:00.000Z",65,"2013-07-15T00:00:00.000Z",10,"1994-07-11T00:00:00.000Z",NA,4036
"301","Pachycara gymninium","Pachycara","gymninium",11954,"Anderson & Peden, 1988","Nakednape eelpout","Pagym_u0.gif",NA,NA,NA,188,"Lycodinae",7047,NA,"elongated","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,1829,3225,26766,NA,NA,NA,NA,NA,NA,NA,57.21,42.2,"SL",NA,NA,11954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,14,"1998-05-07T00:00:00.000Z",65,"2015-09-21T00:00:00.000Z",NA,NA,NA,48293
"302","Pachycara lepinium","Pachycara","lepinium",11954,"Anderson & Peden, 1988","Scalynape eelpout","Palep_u0.gif",NA,NA,NA,188,"Lycodinae",7047,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"bathydemersal",NA,NA,1728,2907,26766,NA,NA,NA,NA,NA,NA,NA,59.22,46.5,"SL",NA,NA,11954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.5,0,14,"1998-05-07T00:00:00.000Z",65,"2015-09-21T00:00:00.000Z",NA,NA,NA,48295
"303","Pallasina barbata","Pallasina","barbata",28197,"(Steindachner, 1876)","Tubenose poacher","Pabar_u1.gif",NA,NA,NA,283,"Brachyopsinae",3643,NA,"elongated","R",NA,NA,0,0,0,-1,"demersal",NA,NA,0,105,50550,NA,NA,NA,NA,NA,NA,NA,29.01,17,"TL",NA,NA,56557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits intertidal areas and to 55 m depth, possibly to 128 m (Ref. 2850).  Often found among eelgrasses or seaweeds (Ref. 2850).",NA,1,0,1,"1991-05-01T00:00:00.000Z",1287,"2006-03-28T00:20:45.000Z",10,"1994-07-18T00:00:00.000Z",NA,4169
