"","autoctr","sciname","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","Gravel","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS","SpecCode"
"132",10438,"Lycodes raridens",40530,75040,75040,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,"variable",NA,3.24,0.22,3.16,0.340000003576279,"Troph of juv./adults from 1 study.",75040,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1287,"2008-04-08T00:00:00.000Z",NA,"2008-04-08T00:00:00.000Z",NA,NA,NA,48262
"133",8972,"Malacocottus zonurus",12056,54194,54194,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,NA,NA,3.79,0.1,NA,NA,"Troph of juv./adults from 1 study.",NA,3.2,0.4,"Tentative trophic level derived from 1 + troph of a single food item",12622,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2005-05-04T00:00:00.000Z",NA,"2013-11-16T00:00:00.000Z",NA,NA,NA,11730
"134",6208,"Maxillicosta scabriceps",14151,28189,28189,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",28189,"hunting macrofauna (predator)",NA,3.37,0.26,3.23,0.33,"Troph of juv./adults from 1 study.",28189,NA,NA,NA,NA,"Inhabits rocky reef of inshore waters (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-07-14T00:00:00.000Z",1472,"2008-11-07T00:00:00.000Z",NA,NA,NA,14310
"135",2393,"Megalocottus platycephalus",4310,12531,12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",12531,"hunting macrofauna (predator)",NA,4.09,0.65,4,0.600000023841858,"Troph of juv./adults from 1 study.",12531,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-09-29T00:00:00.000Z",NA,"2000-12-03T00:00:00.000Z",NA,NA,NA,4114
"136",1974,"Melanostigma atlanticum",3346,7251,7251,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9731,"variable",9731,3,NA,NA,NA,"Troph of adults from 1 study.",37512,3.26,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs in midwater over the continental slope.  Mostly found from 365-550 m depth, but enters shallower water in the northern part of range (Ref. 7251).  Bathypelagic (Ref. 58426).  Feeds on foraminifera, copepods, and ostracods (Ref. 9731).  It is preyed upon by redfish, <i>Sebastes marinus</i>.  Parasite of the species is known to be a digenetic trematode (Ref. 5951).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2000-10-31T00:00:00.000Z",1472,"2007-07-31T00:00:00.000Z",NA,NA,NA,3150
"137",10431,"Microcottus sellaris",4312,26949,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26949,"hunting macrofauna (predator)",26949,NA,NA,3.4,0.53,NA,26949,3.52,0.53,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Common in the littoral zone at depths up to 30 m (Ref. 26949).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2008-04-03T00:00:00.000Z",1287,"2008-04-10T00:00:00.000Z",NA,NA,NA,4116
"138",2394,"Myoxocephalus aenaeus",4313,13548,33762,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",33762,"hunting macrofauna (predator)",NA,3.74,NA,3.57,0.48,"Troph of adults from 1 study.",33762,3.48,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs in estuaries (especially in the north) (Ref. 7251) to 357 m depth (Ref. 58426).  It is tolerant of temperatures between 0 and 21°C.  Feeds on crustaceans, mollusks, sea squirts, sea urchins and fishes (Ref. 58426). The larvae feed on zooplankton and zoobenthos (Ref. 13548).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1998-06-24T00:00:00.000Z",309,"2007-07-10T00:00:00.000Z",NA,NA,NA,4117
"139",2396,"Myoxocephalus octodecemspinosus",4316,13548,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26991,"hunting macrofauna (predator)",58426,3.62,0.202,3.41,0.400000005960465,"Troph of juv./adults from 4 studies.",37512,3.39,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",12671,"Commonly found in harbors and shallow coastal waters.  Move to deeper water in winter.  Adults attach their eggs near the base of a sponge to use as a spawning bed (Ref. 34819, 41075).  Benthic.  Feeds on crustaceans, zooplankton, zoobenthos, molluscs, sea squirts, squids and fishes (Ref. 13548, 58426).  Parasites of the species include 6 protozoans, 3 myxosporidians, 2 nematodes and 4 hirudineans (Ref. 5951).",NA,0,0,0,0,0,0,0,-1,"sometimes","juveniles and adults",-1,"sometimes","juveniles and adults",94971,NA,"A bottom dwelling fish located in the western Atlantic; found in shoals and estuaries down to a depth of 192m; in southern New England spawning takes place inshore from late November through January on rocky bottom; average female deposits around 8000 eggs which are demersal, adhesive, and deposited in clusters on sponges or cavities on hard bottom; eggs measure 1.9-2.3mm in diameter, colour varying from green to orange. Larvae present on the Scotian Shelf from March to May; duration of larval drift, around 30 days. Individuals >30cm were mature. Longhorn sculpin appear to be opportunistic feeders. At present, no information pertaining to population structure, although discontinuities in distribution could suggest population sub-structutre (Ref. 94971). Slow-moving; abundant in many shoal harbors and bays and run up into estuaries, salt creeks, and river mouths, but never into feshwater; have been caught in considerable numbers down to 90 m in the Scotian shelf.  Only periodic movements are off and onshore, and of short extent, including seasonal movements to and fro particular grounds in relation to water temperature changes (Ref. 86779).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1998-06-24T00:00:00.000Z",2374,"2014-02-21T00:00:00.000Z",NA,NA,NA,4120
"140",2397,"Myoxocephalus polyacanthocephalus",4317,9024,NA,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9024,"hunting macrofauna (predator)",9024,3.76,0.18,3.87,0.53,"Troph of juv./adults from 4 studies.",9024,3.71,0.65,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1995-03-20T00:00:00.000Z",NA,"2000-12-03T00:00:00.000Z",NA,NA,NA,4121
"141",2399,"Myoxocephalus scorpioides",4319,4698,4698,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4698,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,3.39,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",12692,"Found on rocky bottoms among algae (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small benthic amphipods (Ref. 4698).  It is preyed upon by black guillemot.  Parasite of the species is known to be a copepod (<i>Haemobaphes cyclopterina</i>) found on gills (Ref. 5951).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-09-20T00:00:00.000Z",1472,"2007-08-01T00:00:00.000Z",NA,NA,NA,4123
"142",1031,"Myoxocephalus scorpius",1347,12224,12224,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4698,"hunting macrofauna (predator)",NA,3.89,NA,3.6,0.27,"Troph of adults from 1 study.",37512,3.85,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on rocky bottoms with sand or mud, or among seaweeds (Ref. 4698).  Benthic (Ref. 58426).  Feeds on fishes, large crustaceans, occasionally polychaetes, amphipods and benthic invertebrates (Ref. 4698, 12224).  Preyed upon by black guillemots.  Parasites of the species include 2 protozoans, 2 myxosporidians, 6 trematodes, 1 cestode, 3 nematodes and 4 hirudinoideans (Ref. 5951).",NA,0,0,0,0,0,0,0,-1,"sometimes","juveniles and adults",-1,"sometimes","juveniles and adults",94977,NA,"Spawns January-March; catches of males maximal January-February, increased catches of predominantly immature females towards end of spawning period; may be related to different migration patterns in males and females. Possibly after spawning, females migrate to other areas, whereas males stay behind and guard the eggs (Ref. 94977). Larvae display significant active locomotive behaviour immediately after hatching; critical swimming speed increases rapidly with size and age, improving steadily through early larval stages until metamorphosis (onvious transition point linked to settlement, may be attributed to habitat shift associated with settlement and locating a suitable habitat. Unusual swimming behaviour in that individuals did not swim directly into the flow but instead oriented their bodies upward slightly relative to the flow streamlines. This behaviour may be linked to better dispersal by placing individuals in surface waters; important to note that this behaviour was observed in multiple batches of larvae in different years and in different sets of laboratory conditions, suggesting that it is not an artefact (Ref. 94976). Sluggish, often stationary, swims slowly with undulating motion. Except for slight seasonal movement to localities and depths where temperatures are lower, no evidence that they undertake any more extensive seasonal migrations (Ref. 86779).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1996-11-28T00:00:00.000Z",2374,"2014-02-21T00:00:00.000Z",711,"2001-07-09T00:00:00.000Z",NA,1329
"143",2401,"Nautichthys oculofasciatus",4321,4930,4930,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4930,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,4.05,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2000-07-08T00:00:00.000Z",NA,"2000-08-07T00:00:00.000Z",NA,NA,NA,4125
"144",2558,"Neoceratodus forsteri",4705,5259,5259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,"mainly animals (troph. 2.8 and up)",5259,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,3.35,0.54,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2000-06-21T00:00:00.000Z",NA,"2000-06-21T00:00:00.000Z",NA,NA,NA,4512
"145",9316,"Neosebastes pandus",14154,54394,54394,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Captured at depths from 15 - 593 meters, usually about 50 - 20 meters, with the species inhabiting rocky reefs, in shallow weed to sponge regions (Ref. 54394).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,14,"2006-01-27T00:00:00.000Z",1472,"2008-11-07T00:00:00.000Z",NA,NA,NA,14314
"146",2125,"Normanichthys crockeri",4545,12579,12579,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"plants/detritus+animals (troph. 2.2-2.79)",12579,"grazing on aquatic plants",NA,NA,NA,NA,NA,NA,NA,2.75,0.18,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on fish, zooplankton and phytoplankton (Ref. 12579).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-09-20T00:00:00.000Z",309,"2004-09-16T00:00:00.000Z",NA,NA,NA,4313
"147",2792,"Notesthes robusta",6706,41809,41809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,"mainly animals (troph. 2.8 and up)",41809,NA,NA,NA,NA,NA,NA,NA,NA,3.12,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2003-02-11T00:00:00.000Z",1472,"2008-11-11T00:00:00.000Z",NA,NA,NA,6385
"148",2418,"Occella dodecaedron",4361,41410,41410,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",41410,NA,NA,3.2,0.4,3.14,0.280000001192093,"Troph of juv./adults from 1 study.",41410,NA,NA,NA,NA,"Live in coastal shallows (50-70 m) and experience sharp seasonal temperature variations ranging from 1.8 to 12 °C (Ref. 41410).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2002-12-05T00:00:00.000Z",NA,"2002-12-05T00:00:00.000Z",NA,NA,NA,4165
"149",2419,"Odontopyxis trispinosa",4364,6885,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6885,"selective plankton feeding",NA,NA,NA,NA,NA,NA,NA,3.17,0.33,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Juveniles feed mainly on zooplankton (Ref. 6885).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-04-08T00:00:00.000Z",NA,"2000-03-08T00:00:00.000Z",NA,NA,NA,4168
"150",2402,"Oligocottus maculosus",4324,37760,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,711,"2001-09-18T00:00:00.000Z",NA,"2001-09-18T00:00:00.000Z",NA,NA,NA,4128
"151",2403,"Oligocottus rubellio",4326,41832,41832,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",41832,"hunting macrofauna (predator)",58686,3.18,0.26,NA,NA,"Troph of juv./adults from 1 study.",58686,3.061,0.26,"Tentative trophic level derived from 1 + troph of a single food item",12671,"Found in intertidal and subtidal areas.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2002-11-07T00:00:00.000Z",309,"2007-08-21T00:00:00.000Z",NA,NA,NA,4130
"152",2404,"Oligocottus snyderi",4327,37760,NA,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",58686,"hunting macrofauna (predator)",58686,3.13,0.22,NA,NA,"Troph of juv./adults from 1 study.",58686,3.16,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"A resident intertidal species with homing behavior (Ref. 32612) found in shallow rocky areas (Ref. 2850).  Commonly found in tide pools, often in algae (Ref. 2850).  Can leave tide pools when aquatic conditions become inhospitable (Ref. 31184).  Breathes air when out of water (Ref. 31184).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,711,"2001-09-18T00:00:00.000Z",309,"2007-08-30T00:00:00.000Z",NA,NA,NA,4131
"153",9303,"Onigocia macrolepis",8444,9790,9790,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",55797,"hunting macrofauna (predator)",55797,3.61,NA,3.33,0.349999994039535,"Troph of adults from 1 study.",55797,3.5,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on the continental shelf (Ref. 75154).  Taken by trawling over sand and mud bottoms to 130 m (Ref. 9790).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2005-12-09T00:00:00.000Z",1472,"2013-11-15T00:00:00.000Z",NA,NA,NA,8133
"154",5479,"Onigocia oligolepis",11583,6192,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6192,"hunting macrofauna (predator)",6192,NA,NA,NA,NA,NA,NA,3.88,0.67,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds mainly on crabs, prawns, and also fish.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2001-02-08T00:00:00.000Z",1472,"2008-11-12T00:00:00.000Z",NA,NA,NA,11258
"155",10107,"Onigocia spinosa",8441,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found on the continental shelf (Ref. 75154).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1472,"2007-09-05T00:00:00.000Z",1472,"2008-11-12T00:00:00.000Z",NA,NA,NA,8130
"156",526,"Ophiodon elongatus",525,2850,2850,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",2850,"hunting macrofauna (predator)",NA,4.53,0.62,NA,NA,"Troph of adults and juv./adults from 1 study.",NA,4.3,0.78,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"A voracious carnivore; feeds on fishes, crustaceans, octopi and squids (Ref. 2850, 48751).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1999-09-16T00:00:00.000Z",14,"2003-09-17T00:00:00.000Z",NA,NA,NA,509
"157",2356,"Oxylebius pictus",4232,4930,4930,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4930,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,3.42,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2000-07-08T00:00:00.000Z",NA,"2000-08-07T00:00:00.000Z",NA,NA,NA,4036
"158",2420,"Pallasina barbata",4365,41410,41410,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",41410,"hunting macrofauna (predator)",NA,3.23,0.28,3.14,0.25,"Troph of juv./adults from 1 study.",41410,NA,NA,NA,NA,"Always live in coastal shallows (50-70m) and experience sharp seasonal temperature variations ranging from 1.8-12°C (Ref. 41410).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2002-12-05T00:00:00.000Z",NA,"2002-12-05T00:00:00.000Z",NA,NA,NA,4169
